X	Y	Z
10.554	1.319	4.799
10.528	1.306	4.855
10.605	1.242	4.655
10.650	1.344	4.643
10.579	1.268	4.689
10.605	1.240	4.726
10.637	1.271	4.702
10.623	1.326	4.691
10.590	1.305	4.724
10.655	1.331	4.737
10.816	1.321	4.643
10.731	1.343	4.690
10.795	1.344	4.685
10.788	1.309	4.734
10.607	1.208	4.796
10.594	1.253	4.776
10.651	1.236	4.759
10.618	1.315	4.813
10.621	1.337	4.870
10.695	1.312	4.766
10.729	1.343	4.803
10.325	1.350	4.646
10.405	1.401	4.659
10.349	1.462	4.643
10.419	1.471	4.645
10.390	1.445	4.676
10.333	1.371	4.695
10.311	1.426	4.681
10.508	1.379	4.689
10.518	1.406	4.730
10.432	1.451	4.723
10.547	1.444	4.691
10.367	1.502	4.670
10.330	1.536	4.667
10.363	1.572	4.654
10.410	1.583	4.670
10.413	1.521	4.714
10.526	1.535	4.668
10.327	1.401	4.751
10.359	1.373	4.792
10.379	1.390	4.749
10.398	1.406	4.800
10.359	1.439	4.770
10.319	1.436	4.802
10.325	1.391	4.842
10.400	1.372	4.853
10.367	1.450	4.822
10.411	1.462	4.851
10.547	1.371	4.790
10.453	1.417	4.780
10.471	1.367	4.870
10.548	1.354	4.866
10.546	1.414	4.831
10.348	1.492	4.771
10.398	1.496	4.793
10.424	1.569	4.790
10.347	1.492	4.842
10.389	1.533	4.831
10.591	1.420	4.665
10.573	1.370	4.703
10.630	1.385	4.742
10.620	1.431	4.707
10.790	1.365	4.630
10.803	1.398	4.688
10.776	1.406	4.736
10.727	1.442	4.734
10.815	1.454	4.709
10.771	1.496	4.742
10.767	1.585	4.697
10.813	1.536	4.742
10.668	1.364	4.773
10.616	1.469	4.766
10.581	1.367	4.829
10.615	1.394	4.855
10.587	1.447	4.870
10.647	1.432	4.807
10.672	1.454	4.870
10.712	1.385	4.751
10.744	1.448	4.789
10.795	1.452	4.762
10.816	1.469	4.806
10.747	1.363	4.847
10.796	1.387	4.863
10.751	1.469	4.839
10.784	1.441	4.867
10.613	1.518	4.822
10.664	1.482	4.812
10.678	1.527	4.852
10.723	1.495	4.779
10.783	1.536	4.790
10.748	1.564	4.753
10.701	1.597	4.784
10.799	1.586	4.799
10.747	1.532	4.838
10.795	1.506	4.834
10.804	1.558	4.851
10.764	1.595	4.865
10.375	1.276	4.889
10.342	1.309	4.929
10.557	1.238	4.922
10.543	1.304	4.917
10.546	1.292	4.983
10.610	1.172	4.960
10.603	1.280	4.923
10.619	1.329	4.982
10.640	1.308	4.941
10.686	1.288	4.982
10.751	1.268	4.919
10.695	1.312	4.899
10.734	1.275	4.998
10.813	1.235	4.990
10.731	1.314	4.955
10.815	1.289	4.998
10.765	1.320	4.991
10.814	1.336	4.976
10.783	1.216	5.037
10.774	1.279	5.030
10.816	1.253	5.059
10.709	1.313	5.029
10.807	1.306	5.056
10.761	1.251	5.070
10.720	1.330	5.104
10.760	1.299	5.097
10.366	1.371	4.894
10.414	1.399	4.927
10.350	1.362	4.957
10.335	1.413	4.957
10.432	1.433	4.958
10.493	1.403	4.910
10.549	1.368	4.934
10.478	1.457	4.932
10.557	1.418	4.925
10.507	1.376	4.972
10.491	1.471	4.998
10.361	1.483	4.893
10.391	1.538	4.958
10.424	1.586	4.943
10.385	1.595	4.983
10.540	1.498	4.903
10.453	1.533	4.982
10.364	1.449	5.003
10.465	1.449	5.057
10.528	1.464	5.057
10.547	1.413	5.102
10.333	1.492	5.046
10.432	1.535	5.055
10.343	1.567	5.030
10.418	1.577	5.025
10.350	1.517	5.095
10.395	1.500	5.115
10.351	1.597	5.075
10.383	1.594	5.118
10.479	1.514	5.024
10.555	1.513	5.005
10.470	1.563	5.037
10.526	1.549	5.032
10.505	1.595	5.063
10.462	1.497	5.118
10.442	1.594	5.073
10.547	1.552	5.095
10.597	1.363	4.919
10.654	1.375	4.918
10.584	1.469	4.920
10.643	1.467	4.925
10.603	1.395	4.958
10.671	1.350	4.970
10.734	1.359	4.901
10.796	1.392	4.932
10.810	1.392	4.981
10.710	1.426	4.968
10.688	1.573	4.912
10.623	1.518	4.962
10.673	1.516	4.944
10.686	1.472	4.968
10.584	1.561	4.965
10.685	1.546	4.997
10.720	1.532	4.881
10.722	1.533	4.932
10.778	1.502	4.885
10.752	1.599	4.934
10.749	1.480	4.994
10.638	1.472	5.021
10.682	1.438	5.110
10.802	1.347	5.028
10.816	1.395	5.037
10.733	1.441	5.030
10.791	1.450	5.012
10.816	1.467	5.058
10.750	1.374	5.126
10.792	1.407	5.106
10.733	1.422	5.082
10.799	1.453	5.126
10.584	1.508	5.049
10.672	1.508	5.031
10.643	1.593	5.022
10.635	1.547	5.062
10.595	1.585	5.103
10.647	1.537	5.115
10.640	1.594	5.126
10.717	1.528	5.049
10.710	1.595	5.017
10.747	1.504	5.098
10.793	1.515	5.076
10.805	1.505	5.125
10.726	1.593	5.088
10.735	1.546	5.124
10.789	1.566	5.126
10.915	1.215	4.650
10.943	1.207	4.693
10.963	1.140	4.646
11.040	1.150	4.660
11.000	1.208	4.646
10.991	1.167	4.691
11.019	1.198	4.721
10.847	1.286	4.676
10.866	1.340	4.670
10.935	1.344	4.660
10.880	1.280	4.732
10.934	1.278	4.723
11.023	1.255	4.662
10.975	1.296	4.671
11.060	1.315	4.629
11.035	1.338	4.678
10.985	1.253	4.743
11.049	1.244	4.710
10.959	1.340	4.705
11.008	1.340	4.724
11.050	1.304	4.725
10.986	1.197	4.760
11.068	1.186	4.776
11.067	1.118	4.842
10.867	1.260	4.780
10.938	1.258	4.775
10.856	1.340	4.777
10.919	1.342	4.800
11.008	1.263	4.791
11.069	1.236	4.758
10.957	1.341	4.755
10.976	1.308	4.790
11.068	1.342	4.772
11.069	1.291	4.775
10.951	1.242	4.829
11.007	1.246	4.848
11.053	1.247	4.807
11.052	1.278	4.863
11.127	1.117	4.646
11.170	1.115	4.677
11.095	1.156	4.652
11.200	1.186	4.643
11.146	1.179	4.662
11.104	1.149	4.725
11.159	1.161	4.710
11.164	1.213	4.705
11.283	1.201	4.622
11.222	1.207	4.697
11.127	1.248	4.628
11.166	1.227	4.655
11.155	1.278	4.666
11.111	1.308	4.667
11.199	1.306	4.676
11.150	1.334	4.651
11.149	1.279	4.719
11.243	1.225	4.652
11.247	1.278	4.664
11.296	1.340	4.635
11.205	1.255	4.694
11.134	1.126	4.764
11.192	1.151	4.747
11.126	1.207	4.752
11.132	1.175	4.791
11.180	1.209	4.768
11.078	1.179	4.836
11.213	1.146	4.798
11.243	1.117	4.838
11.103	1.221	4.807
11.118	1.338	4.782
11.098	1.244	4.859
11.115	1.333	4.857
11.165	1.340	4.830
11.162	1.302	4.869
11.291	1.336	4.789
11.327	1.324	4.834
10.856	1.407	4.678
10.841	1.461	4.653
10.872	1.459	4.705
10.895	1.429	4.740
11.017	1.352	4.621
11.016	1.465	4.653
11.005	1.387	4.693
10.973	1.448	4.723
11.044	1.455	4.706
10.833	1.503	4.701
10.917	1.477	4.740
11.059	1.524	4.691
10.906	1.455	4.794
10.851	1.401	4.857
10.917	1.434	4.844
10.969	1.402	4.803
11.071	1.395	4.750
10.959	1.452	4.774
11.039	1.449	4.757
11.003	1.438	4.822
11.040	1.434	4.868
10.854	1.541	4.770
10.833	1.472	4.869
10.856	1.557	4.843
10.997	1.485	4.768
11.075	1.373	4.629
11.119	1.391	4.665
11.194	1.362	4.651
11.152	1.439	4.637
11.196	1.469	4.627
11.171	1.467	4.674
11.116	1.350	4.716
11.176	1.469	4.725
11.306	1.368	4.675
11.235	1.437	4.637
11.314	1.438	4.662
11.259	1.372	4.721
11.302	1.428	4.710
11.273	1.469	4.721
11.121	1.480	4.661
11.105	1.533	4.671
11.159	1.521	4.669
11.199	1.551	4.636
11.161	1.581	4.661
11.140	1.526	4.732
11.196	1.528	4.713
11.165	1.572	4.718
11.230	1.498	4.663
11.283	1.495	4.636
11.327	1.498	4.664
11.260	1.540	4.660
11.217	1.600	4.653
11.322	1.550	4.679
11.281	1.583	4.678
11.255	1.517	4.735
11.299	1.512	4.710
11.231	1.596	4.702
11.214	1.568	4.743
11.267	1.570	4.738
11.323	1.583	4.732
11.125	1.397	4.758
11.197	1.374	4.773
11.129	1.452	4.789
11.196	1.469	4.773
11.074	1.379	4.838
11.127	1.377	4.825
11.194	1.388	4.833
11.130	1.438	4.839
11.181	1.453	4.826
11.174	1.429	4.871
11.252	1.367	4.803
11.227	1.428	4.789
11.269	1.432	4.758
11.208	1.349	4.868
11.229	1.398	4.869
11.289	1.365	4.837
11.275	1.451	4.842
11.177	1.526	4.774
11.200	1.576	4.810
11.242	1.488	4.779
11.257	1.546	4.797
11.278	1.599	4.787
11.325	1.579	4.784
11.226	1.495	4.827
11.301	1.542	4.861
10.910	1.151	4.982
10.969	1.210	4.993
11.059	1.184	4.987
10.937	1.283	4.928
10.939	1.255	4.993
10.868	1.312	4.956
10.979	1.259	4.894
11.048	1.247	4.911
11.064	1.308	4.915
11.038	1.283	4.964
11.070	1.332	4.984
10.878	1.148	5.023
10.861	1.203	5.026
10.911	1.214	5.016
10.894	1.186	5.063
10.823	1.189	5.108
10.869	1.257	5.046
10.852	1.337	5.046
10.911	1.285	5.026
10.901	1.276	5.082
10.880	1.333	5.095
10.831	1.311	5.119
10.944	1.309	5.088
10.944	1.246	5.063
10.990	1.311	5.036
11.007	1.276	5.124
10.993	1.324	5.120
11.054	1.329	5.110
11.152	1.194	4.896
11.196	1.168	4.934
11.196	1.215	4.914
11.137	1.214	4.941
11.148	1.165	4.984
11.184	1.213	4.969
11.226	1.110	4.886
11.261	1.091	4.922
11.231	1.196	4.967
11.130	1.260	4.920
11.200	1.271	4.901
11.126	1.309	4.927
11.175	1.320	4.918
11.089	1.246	4.959
11.120	1.229	4.997
11.177	1.270	4.957
11.131	1.298	4.979
11.155	1.344	4.961
11.226	1.324	4.917
11.307	1.310	4.910
11.263	1.316	4.955
11.220	1.293	4.978
11.301	1.280	4.973
11.128	1.212	5.059
11.179	1.193	5.034
11.090	1.180	5.106
11.197	1.191	5.089
11.140	1.197	5.119
11.215	1.146	5.038
11.238	1.214	5.044
11.228	1.133	5.095
11.253	1.183	5.124
11.324	1.178	5.123
11.124	1.273	5.054
11.161	1.244	5.023
11.090	1.295	5.025
11.118	1.339	5.018
11.174	1.336	5.030
11.199	1.280	5.036
11.092	1.242	5.077
11.167	1.276	5.089
11.197	1.240	5.123
11.105	1.320	5.075
11.232	1.343	5.004
11.262	1.273	5.065
11.309	1.268	5.097
11.206	1.323	5.089
11.263	1.344	5.063
11.259	1.305	5.112
11.312	1.326	5.109
10.943	1.404	4.915
10.910	1.454	4.914
10.858	1.401	4.963
10.914	1.452	4.991
10.964	1.354	4.928
11.000	1.405	4.924
11.059	1.408	4.914
10.960	1.449	4.881
11.005	1.461	4.903
11.071	1.462	4.911
11.005	1.372	4.988
11.023	1.421	4.977
10.876	1.405	5.020
10.937	1.373	5.061
10.870	1.438	5.060
10.820	1.351	5.086
10.891	1.388	5.107
10.847	1.426	5.104
10.921	1.440	5.091
11.052	1.374	5.005
11.055	1.345	5.057
11.002	1.428	5.030
10.977	1.390	5.093
11.045	1.384	5.090
11.070	1.417	5.121
11.017	1.446	5.105
10.867	1.476	5.017
10.937	1.505	5.054
10.854	1.487	5.123
10.908	1.489	5.105
10.841	1.564	5.114
10.892	1.551	5.066
10.986	1.488	5.054
10.983	1.534	5.093
10.976	1.581	5.115
11.124	1.360	4.902
11.109	1.405	4.918
11.172	1.383	4.895
11.128	1.448	4.894
11.194	1.436	4.921
11.101	1.359	4.954
11.087	1.407	4.965
11.121	1.385	4.998
11.198	1.371	4.963
11.122	1.436	4.998
11.148	1.439	4.941
11.184	1.418	4.982
11.197	1.466	4.979
11.250	1.375	4.913
11.321	1.364	4.884
11.313	1.376	4.933
11.222	1.452	4.874
11.307	1.431	4.907
11.255	1.407	4.955
11.306	1.391	4.981
11.327	1.428	4.955
11.290	1.467	4.997
11.175	1.578	4.911
11.167	1.514	4.967
11.251	1.529	4.901
11.307	1.496	4.908
11.224	1.488	4.939
11.107	1.374	5.057
11.180	1.386	5.051
11.078	1.450	5.059
11.132	1.459	5.059
11.169	1.464	5.024
11.090	1.370	5.127
11.120	1.407	5.099
11.130	1.452	5.124
11.186	1.434	5.100
11.145	1.508	5.013
10.387	1.625	4.646
10.542	1.657	4.653
10.525	1.717	4.642
10.552	1.694	4.702
10.363	1.764	4.678
10.325	1.844	4.663
10.383	1.856	4.646
10.414	1.791	4.743
10.350	1.829	4.705
10.411	1.854	4.692
10.552	1.751	4.668
10.443	1.824	4.636
10.471	1.847	4.678
10.543	1.834	4.662
10.444	1.732	4.740
10.502	1.735	4.702
10.542	1.734	4.733
10.340	1.720	4.795
10.342	1.765	4.767
10.318	1.807	4.779
10.361	1.835	4.796
10.348	1.759	4.831
10.318	1.811	4.839
10.366	1.821	4.854
10.450	1.790	4.793
10.529	1.790	4.804
10.443	1.850	4.774
10.545	1.807	4.748
10.496	1.827	4.754
10.545	1.850	4.777
10.484	1.747	4.813
10.606	1.722	4.737
10.800	1.615	4.646
10.697	1.724	4.688
10.592	1.791	4.735
10.744	1.826	4.669
10.710	1.844	4.719
10.661	1.670	4.861
10.798	1.653	4.801
10.747	1.714	4.798
10.787	1.696	4.770
10.811	1.724	4.806
10.747	1.632	4.810
10.719	1.682	4.861
10.771	1.672	4.846
10.779	1.727	4.867
10.567	1.751	4.774
10.633	1.734	4.778
10.596	1.836	4.768
10.642	1.843	4.794
10.577	1.785	4.862
10.667	1.761	4.819
10.604	1.824	4.835
10.563	1.845	4.859
10.745	1.786	4.770
10.739	1.832	4.799
10.745	1.786	4.837
10.807	1.789	4.858
10.748	1.834	4.852
10.796	1.855	4.842
10.332	1.916	4.667
10.395	1.898	4.670
10.365	1.964	4.663
10.414	1.950	4.674
10.363	1.911	4.710
10.387	1.860	4.736
10.424	1.903	4.725
10.366	1.969	4.729
10.431	1.952	4.741
10.462	1.920	4.647
10.539	1.870	4.626
10.488	1.955	4.673
10.528	1.935	4.641
10.558	1.971	4.662
10.486	1.911	4.709
10.540	1.919	4.720
10.488	1.967	4.742
10.383	2.023	4.647
10.350	2.103	4.619
10.365	2.076	4.673
10.396	2.108	4.645
10.359	2.030	4.702
10.444	2.009	4.637
10.507	2.029	4.622
10.549	2.024	4.655
10.452	2.002	4.728
10.519	1.984	4.699
10.558	2.043	4.717
10.354	1.884	4.785
10.409	1.917	4.773
10.392	1.965	4.773
10.330	1.868	4.869
10.367	1.916	4.850
10.411	1.941	4.857
10.505	1.918	4.772
10.481	1.963	4.793
10.545	1.964	4.766
10.472	1.905	4.833
10.559	1.901	4.810
10.553	1.896	4.864
10.525	1.951	4.833
10.557	1.983	4.811
10.399	2.022	4.744
10.486	2.044	4.776
10.525	2.031	4.805
10.550	2.089	4.747
10.668	1.873	4.657
10.633	1.934	4.640
10.688	1.929	4.631
10.646	1.981	4.669
10.686	1.917	4.687
10.672	1.890	4.740
10.590	1.977	4.709
10.649	1.953	4.730
10.746	1.911	4.641
10.727	1.881	4.678
10.809	1.900	4.676
10.725	1.967	4.637
10.815	1.922	4.625
10.776	1.982	4.651
10.740	1.932	4.688
10.697	1.935	4.739
10.738	1.982	4.719
10.814	1.949	4.700
10.791	1.973	4.742
10.592	2.041	4.674
10.688	2.014	4.645
10.649	2.045	4.668
10.616	2.079	4.643
10.602	2.033	4.739
10.651	2.036	4.725
10.610	2.079	4.710
10.682	2.074	4.701
10.738	2.021	4.630
10.737	2.041	4.678
10.811	2.020	4.653
10.712	2.069	4.635
10.744	2.111	4.638
10.778	2.055	4.635
10.799	2.073	4.678
10.715	2.031	4.724
10.815	2.009	4.704
10.769	2.023	4.739
10.813	2.105	4.723
10.607	1.887	4.769
10.685	1.920	4.790
10.608	1.984	4.757
10.616	1.931	4.793
10.605	1.878	4.833
10.620	1.920	4.858
10.684	1.879	4.837
10.585	1.965	4.852
10.652	1.961	4.839
10.711	1.878	4.773
10.784	1.914	4.756
10.764	1.877	4.804
10.811	1.920	4.798
10.751	1.939	4.791
10.725	1.915	4.828
10.714	1.964	4.821
10.700	1.941	4.869
10.776	1.979	4.834
10.771	1.935	4.859
10.731	2.020	4.774
10.799	2.037	4.800
10.748	2.054	4.807
10.386	1.726	4.906
10.336	1.623	4.963
10.378	1.661	4.948
10.344	1.666	4.998
10.346	1.709	4.973
10.392	1.727	4.962
10.429	1.678	4.994
10.529	1.663	4.965
10.348	1.788	4.925
10.376	1.786	4.967
10.541	1.737	4.887
10.439	1.743	4.975
10.520	1.738	4.946
10.340	1.621	5.031
10.392	1.621	5.054
10.333	1.689	5.048
10.389	1.673	5.032
10.356	1.649	5.082
10.416	1.661	5.078
10.424	1.623	5.115
10.342	1.688	5.125
10.375	1.707	5.086
10.412	1.692	5.126
10.481	1.628	5.101
10.552	1.609	5.122
10.462	1.680	5.094
10.524	1.696	5.103
10.421	1.734	5.061
10.352	1.758	5.069
10.352	1.773	5.122
10.342	1.824	5.107
10.398	1.796	5.092
10.431	1.847	5.081
10.509	1.748	5.099
10.683	1.629	4.934
10.585	1.685	4.906
10.599	1.728	4.929
10.680	1.697	4.903
10.605	1.611	4.955
10.640	1.659	4.978
10.672	1.696	4.965
10.738	1.660	4.922
10.736	1.717	4.900
10.783	1.671	4.898
10.795	1.706	4.935
10.711	1.656	4.968
10.766	1.658	4.969
10.724	1.724	4.952
10.738	1.694	4.992
10.649	1.738	4.880
10.663	1.790	4.884
10.639	1.753	4.946
10.684	1.737	4.991
10.663	1.820	4.992
10.738	1.769	4.885
10.786	1.820	4.898
10.711	1.781	4.946
10.757	1.764	4.961
10.806	1.752	4.992
10.745	1.852	4.973
10.801	1.840	4.944
10.811	1.802	4.980
10.575	1.608	5.042
10.688	1.651	5.058
10.595	1.681	5.063
10.648	1.719	5.030
10.624	1.630	5.091
10.585	1.646	5.118
10.683	1.624	5.122
10.608	1.711	5.126
10.646	1.683	5.069
10.676	1.686	5.111
10.747	1.630	5.029
10.723	1.655	5.123
10.791	1.639	5.092
10.591	1.808	5.023
10.617	1.851	5.014
10.687	1.773	5.116
10.701	1.769	5.036
10.767	1.781	5.029
10.730	1.855	5.028
10.715	1.813	5.094
10.503	1.880	4.900
10.497	1.902	4.964
10.542	1.876	4.994
10.504	1.946	4.938
10.347	1.887	5.051
10.427	1.910	5.043
10.367	1.870	5.093
10.538	1.898	5.060
10.615	1.919	4.925
10.651	1.874	4.878
10.686	1.894	4.919
10.642	1.982	4.887
10.679	1.960	4.924
10.589	1.891	4.969
10.665	1.903	4.965
10.623	1.976	4.943
10.622	1.950	4.987
10.679	1.949	4.978
10.718	1.867	4.883
10.723	1.980	4.906
10.813	1.973	4.878
10.746	1.902	4.941
10.710	1.908	4.996
10.816	1.888	4.952
10.790	1.891	4.997
10.816	1.936	4.967
10.807	1.983	4.998
10.797	2.026	4.928
10.814	2.068	4.901
10.712	2.004	4.997
10.751	2.037	4.998
10.773	1.987	4.958
10.796	2.076	4.970
10.578	1.895	5.023
10.672	1.885	5.023
10.632	1.860	5.061
10.582	1.976	5.005
10.595	1.963	5.054
10.649	1.982	5.018
10.678	1.952	5.063
10.638	1.915	5.115
10.648	1.984	5.092
10.709	1.898	5.054
10.717	1.948	5.027
10.732	1.982	5.063
10.775	1.949	5.026
10.712	1.872	5.100
10.724	1.916	5.121
10.745	1.964	5.112
10.767	1.936	5.076
10.795	1.937	5.127
10.614	2.018	5.046
10.677	2.008	5.053
10.686	2.064	5.059
10.678	2.064	5.109
10.732	2.033	5.062
10.775	2.011	5.046
10.696	2.072	5.005
10.786	2.064	5.033
10.700	2.012	5.102
10.736	2.047	5.117
10.736	2.100	5.083
10.893	1.845	4.689
11.018	1.849	4.650
10.990	1.786	4.732
11.057	1.743	4.700
11.051	1.789	4.725
10.841	1.631	4.822
10.824	1.606	4.865
10.939	1.832	4.853
11.118	1.641	4.653
11.190	1.641	4.667
11.175	1.713	4.674
11.194	1.623	4.743
11.187	1.671	4.714
11.245	1.656	4.629
11.291	1.616	4.630
11.321	1.622	4.679
11.257	1.693	4.664
11.294	1.669	4.640
11.245	1.646	4.682
11.280	1.621	4.724
11.248	1.674	4.740
11.240	1.724	4.718
11.283	1.728	4.689
11.325	1.697	4.708
11.151	1.786	4.665
11.106	1.806	4.709
11.082	1.850	4.731
11.198	1.811	4.688
11.172	1.852	4.706
11.211	1.756	4.628
11.234	1.770	4.679
11.276	1.792	4.646
11.208	1.804	4.741
11.140	1.652	4.769
11.185	1.627	4.806
11.130	1.725	4.783
11.175	1.694	4.765
11.158	1.720	4.831
11.240	1.629	4.771
11.264	1.661	4.802
11.314	1.638	4.773
11.263	1.712	4.774
11.216	1.680	4.806
11.317	1.695	4.773
11.248	1.653	4.851
11.311	1.656	4.828
11.224	1.728	4.820
11.084	1.779	4.767
11.200	1.741	4.775
11.179	1.856	4.761
11.137	1.831	4.804
11.106	1.763	4.817
10.850	1.976	4.647
10.894	1.984	4.678
10.934	1.947	4.711
10.891	1.947	4.742
10.987	1.916	4.669
11.063	1.863	4.674
10.879	2.032	4.677
10.924	2.046	4.655
10.877	2.106	4.639
10.863	1.996	4.720
10.880	2.042	4.742
10.934	2.001	4.708
10.851	2.064	4.707
10.903	2.078	4.700
10.936	2.050	4.726
11.029	1.999	4.639
10.961	2.086	4.675
11.019	2.075	4.649
10.993	2.045	4.740
10.950	2.100	4.727
11.002	2.108	4.716
11.034	2.076	4.742
10.872	1.919	4.787
10.923	1.982	4.804
10.836	1.887	4.861
10.942	1.879	4.837
10.826	1.959	4.826
10.879	1.947	4.846
10.943	1.936	4.812
10.942	1.950	4.861
10.983	1.890	4.793
10.986	1.906	4.859
10.846	1.998	4.801
10.901	1.997	4.758
10.911	2.046	4.781
10.825	2.068	4.759
10.866	2.074	4.789
10.872	2.031	4.837
10.903	1.991	4.862
10.943	2.023	4.864
10.975	1.997	4.744
11.003	2.001	4.799
10.959	2.027	4.788
11.071	2.043	4.758
11.006	2.109	4.768
10.990	2.003	4.857
11.047	2.074	4.822
11.108	1.867	4.642
11.162	1.901	4.645
11.083	1.978	4.619
11.132	1.964	4.652
11.188	1.952	4.660
11.114	1.918	4.727
11.186	1.917	4.730
11.153	1.974	4.709
11.243	1.880	4.629
11.299	1.904	4.658
11.226	1.977	4.684
11.163	2.019	4.639
11.197	2.030	4.678
11.122	2.017	4.683
11.169	2.024	4.726
11.075	2.094	4.712
11.131	2.088	4.717
11.200	2.106	4.702
11.247	2.026	4.681
11.236	2.093	4.735
11.145	1.891	4.781
11.186	1.966	4.753
11.086	1.997	4.778
11.105	2.073	4.782
11.167	2.073	4.751
10.822	1.676	4.983
10.878	1.801	4.885
10.863	1.839	4.917
10.939	1.806	4.902
10.860	1.733	4.948
10.948	1.780	4.948
10.957	1.848	4.951
10.899	1.643	5.107
10.858	1.773	5.005
10.843	1.855	5.000
10.877	1.906	4.894
10.928	1.885	4.901
10.861	1.961	4.894
10.908	1.941	4.925
10.942	1.980	4.928
10.868	1.906	4.965
10.937	1.905	4.951
10.912	1.905	4.994
10.877	1.967	4.956
11.007	1.901	4.911
10.989	1.956	4.886
11.022	1.952	4.925
10.998	1.913	4.959
10.965	1.952	4.964
10.993	1.983	4.999
11.043	1.976	4.997
10.878	2.016	4.903
10.910	2.047	4.929
10.857	2.059	4.930
10.898	2.078	4.892
10.838	2.006	4.962
10.918	2.006	4.966
10.839	2.111	4.948
10.878	2.091	4.979
10.925	2.091	4.951
10.957	2.038	4.969
10.863	1.914	5.024
10.854	1.960	5.005
10.861	1.877	5.066
10.939	1.987	5.027
10.911	2.053	5.027
10.944	2.088	5.005
10.557	1.134	5.191
10.526	1.108	5.253
10.416	1.117	5.310
10.475	1.141	5.291
10.552	1.138	5.292
10.446	1.189	5.318
10.519	1.178	5.300
10.510	1.107	5.351
10.557	1.118	5.370
10.502	1.212	5.333
10.502	1.256	5.267
10.448	1.286	5.306
10.451	1.231	5.351
10.615	1.137	5.153
10.635	1.202	5.254
10.783	1.185	5.147
10.696	1.188	5.219
10.682	1.333	5.141
10.591	1.111	5.268
10.597	1.133	5.316
10.650	1.135	5.315
10.603	1.183	5.291
10.642	1.213	5.302
10.616	1.214	5.350
10.651	1.174	5.347
10.711	1.105	5.317
10.769	1.129	5.281
10.717	1.198	5.293
10.535	1.496	5.155
10.462	1.598	5.143
10.551	1.568	5.153
10.530	1.549	5.195
10.662	1.369	5.187
10.708	1.401	5.169
10.815	1.371	5.142
10.800	1.362	5.189
10.764	1.402	5.169
10.774	1.449	5.184
10.806	1.401	5.222
10.766	1.370	5.233
10.717	1.458	5.203
10.592	1.533	5.165
10.723	1.516	5.166
10.703	1.592	5.158
10.594	1.586	5.262
10.662	1.103	5.411
10.898	1.206	5.145
10.967	1.123	5.225
10.943	1.299	5.143
10.917	1.339	5.171
10.969	1.343	5.183
11.028	1.311	5.165
11.039	1.136	5.310
11.064	1.184	5.311
11.155	1.099	5.133
11.130	1.163	5.184
11.198	1.173	5.189
11.135	1.107	5.247
11.182	1.126	5.220
11.146	1.159	5.254
11.167	1.214	5.238
11.252	1.088	5.134
11.202	1.148	5.136
11.231	1.119	5.190
11.224	1.212	5.155
11.262	1.191	5.191
11.321	1.187	5.175
11.251	1.100	5.233
11.228	1.151	5.254
11.292	1.102	5.199
11.308	1.113	5.246
11.217	1.199	5.236
11.289	1.174	5.235
11.089	1.260	5.161
11.196	1.263	5.191
11.138	1.343	5.188
11.188	1.329	5.184
11.151	1.275	5.236
11.120	1.335	5.247
11.178	1.339	5.233
11.294	1.223	5.147
11.319	1.274	5.150
11.276	1.327	5.155
11.299	1.296	5.191
11.261	1.261	5.195
11.203	1.247	5.251
11.257	1.224	5.254
11.318	1.231	5.200
11.327	1.276	5.236
11.248	1.314	5.214
11.089	1.146	5.286
11.120	1.105	5.308
11.173	1.130	5.286
11.104	1.212	5.280
11.167	1.196	5.286
11.141	1.167	5.318
11.199	1.168	5.318
11.160	1.148	5.365
11.127	1.203	5.373
11.199	1.181	5.371
11.221	1.120	5.310
11.319	1.118	5.299
11.236	1.192	5.287
11.298	1.194	5.286
11.262	1.151	5.347
11.325	1.136	5.357
11.230	1.208	5.337
11.263	1.201	5.382
11.321	1.176	5.326
11.311	1.210	5.365
11.088	1.247	5.316
11.131	1.265	5.296
11.196	1.240	5.307
11.165	1.340	5.283
11.188	1.289	5.290
11.134	1.263	5.364
11.187	1.237	5.365
11.170	1.292	5.343
11.249	1.274	5.267
11.297	1.277	5.284
11.248	1.292	5.317
11.228	1.271	5.359
11.275	1.227	5.319
11.276	1.265	5.375
11.205	1.327	5.331
10.863	1.389	5.157
10.938	1.376	5.138
10.837	1.436	5.156
10.908	1.421	5.142
10.896	1.465	5.168
10.877	1.365	5.202
10.943	1.436	5.198
11.006	1.407	5.189
11.068	1.404	5.173
10.992	1.449	5.155
11.058	1.462	5.180
11.047	1.404	5.223
10.999	1.436	5.245
11.062	1.447	5.254
10.830	1.485	5.169
10.858	1.535	5.181
10.940	1.516	5.135
10.932	1.574	5.160
10.986	1.503	5.149
11.038	1.491	5.132
11.055	1.502	5.217
11.019	1.516	5.252
11.035	1.550	5.215
11.067	1.591	5.235
11.065	1.359	5.270
10.978	1.435	5.292
11.035	1.467	5.293
10.973	1.502	5.296
11.071	1.535	5.257
10.996	1.558	5.272
11.030	1.587	5.317
11.186	1.401	5.173
11.129	1.424	5.167
11.123	1.472	5.184
11.100	1.369	5.214
11.135	1.405	5.230
11.102	1.471	5.234
11.164	1.444	5.215
11.198	1.428	5.249
11.326	1.362	5.141
11.241	1.416	5.205
11.108	1.510	5.155
11.175	1.533	5.189
11.084	1.545	5.190
11.132	1.518	5.214
11.115	1.574	5.222
11.127	1.371	5.312
11.151	1.406	5.279
